0.000000000,0.0
0.000025641,0.0
0.000025691,0.0
0.000025692,5.0
0.000046205,5.0
0.000046221,0.0
0.000051282,0.0
0.000076923,0.0
0.000076973,0.0
0.000076974,5.0
0.000097487,5.0
0.000097503,0.0
0.000102564,0.0
0.000128205,0.0
0.000128255,0.0
0.000128256,5.0
0.000148769,5.0
0.000148785,0.0
0.000153846,0.0
0.000179487,0.0
0.000179537,0.0
0.000179538,5.0
0.000200051,5.0
0.000200067,0.0
0.000205128,0.0
0.000230769,0.0
0.000230819,0.0
0.000230820,5.0
0.000251333,5.0
0.000251349,0.0
0.000256410,0.0
0.000282051,0.0
0.000282101,0.0
0.000282102,5.0
0.000302615,5.0
0.000302631,0.0
0.000307692,0.0
0.000333333,0.0
0.000333383,0.0
0.000333384,5.0
0.000353897,5.0
0.000353913,0.0
0.000358974,0.0
0.000384615,0.0
0.000384665,0.0
0.000384666,5.0
0.000405179,5.0
0.000405195,0.0
0.000410256,0.0
0.000435897,0.0
0.000435947,0.0
0.000435948,5.0
0.000456461,5.0
0.000456477,0.0
0.000461538,0.0
0.000487179,0.0
0.000487229,0.0
0.000487230,5.0
0.000507743,5.0
0.000507759,0.0
0.000512821,0.0
0.000538462,0.0
0.000538512,0.0
0.000538513,5.0
0.000559025,5.0
0.000559041,0.0
0.000564103,0.0
0.000589744,0.0
0.000589794,0.0
0.000589795,5.0
0.000610307,5.0
0.000610323,0.0
0.000615385,0.0
0.000641026,0.0
0.000641076,0.0
0.000641077,5.0
0.000661589,5.0
0.000661605,0.0
0.000666667,0.0
0.000692308,0.0
0.000692358,0.0
0.000692359,5.0
0.000712872,5.0
0.000712888,0.0
0.000717949,0.0
0.000743590,0.0
0.000743640,0.0
0.000743641,5.0
0.000764154,5.0
0.000764170,0.0
0.000769231,0.0
0.000794872,0.0
0.000794922,0.0
0.000794923,5.0
0.000815436,5.0
0.000815452,0.0
0.000820513,0.0
0.000846154,0.0
0.000846204,0.0
0.000846205,5.0
0.000866718,5.0
0.000866734,0.0
0.000871795,0.0
0.000897436,0.0
0.000897486,0.0
0.000897487,5.0
0.000918000,5.0
0.000918016,0.0
0.000923077,0.0
0.000948718,0.0
0.000948768,0.0
0.000948769,5.0
0.000969282,5.0
0.000969298,0.0
0.000974359,0.0
0.001000000,0.0
0.001000050,0.0
0.001000051,5.0
0.001020564,5.0
0.001020580,0.0
0.001025641,0.0
0.001051282,0.0
0.001051332,0.0
0.001051333,5.0
0.001071846,5.0
0.001071862,0.0
0.001076923,0.0
0.001102564,0.0
0.001102614,0.0
0.001102615,5.0
0.001123128,5.0
0.001123144,0.0
0.001128205,0.0
0.001153846,0.0
0.001153896,0.0
0.001153897,5.0
0.001174410,5.0
0.001174426,0.0
0.001179487,0.0
0.001205128,0.0
0.001205178,0.0
0.001205179,5.0
0.001225692,5.0
0.001225708,0.0
0.001230769,0.0
0.001256410,0.0
0.001256460,0.0
0.001256461,5.0
0.001276974,5.0
0.001276990,0.0
0.001282051,0.0
0.001307692,0.0
0.001307742,0.0
0.001307743,5.0
0.001328256,5.0
0.001328272,0.0
0.001333333,0.0
0.001358974,0.0
0.001359024,0.0
0.001359025,5.0
0.001379538,5.0
0.001379554,0.0
0.001384615,0.0
0.001410256,0.0
0.001410306,0.0
0.001410307,5.0
0.001430820,5.0
0.001430836,0.0
0.001435897,0.0
0.001461538,0.0
0.001461588,0.0
0.001461589,5.0
0.001482102,5.0
0.001482118,0.0
0.001487179,0.0
0.001512821,0.0
0.001512871,0.0
0.001512872,5.0
0.001533384,5.0
0.001533400,0.0
0.001538462,0.0
0.001564103,0.0
0.001564153,0.0
0.001564154,5.0
0.001584666,5.0
0.001584682,0.0
0.001589744,0.0
0.001615385,0.0
0.001615435,0.0
0.001615436,5.0
0.001635948,5.0
0.001635964,0.0
0.001641026,0.0
0.001666667,0.0
0.001666717,0.0
0.001666718,5.0
0.001687230,5.0
0.001687246,0.0
0.001692308,0.0
0.001717949,0.0
0.001717999,0.0
0.001718000,5.0
0.001738513,5.0
0.001738529,0.0
0.001743590,0.0
0.001769231,0.0
0.001769281,0.0
0.001769282,5.0
0.001789795,5.0
0.001789811,0.0
0.001794872,0.0
0.001820513,0.0
0.001820563,0.0
0.001820564,5.0
0.001841077,5.0
0.001841093,0.0
0.001846154,0.0
0.001871795,0.0
0.001871845,0.0
0.001871846,5.0
0.001892359,5.0
0.001892375,0.0
0.001897436,0.0
0.001923077,0.0
0.001923127,0.0
0.001923128,5.0
0.001943641,5.0
0.001943657,0.0
0.001948718,0.0
0.001974359,0.0
0.001974409,0.0
0.001974410,5.0
0.001994923,5.0
0.001994939,0.0
0.002000000,0.0
0.002025641,0.0
0.002025691,0.0
0.002025692,5.0
0.002046205,5.0
0.002046221,0.0
0.002051282,0.0
0.002076923,0.0
0.002076973,0.0
0.002076974,5.0
0.002097487,5.0
0.002097503,0.0
0.002102564,0.0
0.002128205,0.0
0.002128255,0.0
0.002128256,5.0
0.002148769,5.0
0.002148785,0.0
0.002153846,0.0
0.002179487,0.0
0.002179537,0.0
0.002179538,5.0
0.002200051,5.0
0.002200067,0.0
0.002205128,0.0
0.002230769,0.0
0.002230819,0.0
0.002230820,5.0
0.002251333,5.0
0.002251349,0.0
0.002256410,0.0
0.002282051,0.0
0.002282101,0.0
0.002282102,5.0
0.002302615,5.0
0.002302631,0.0
0.002307692,0.0
0.002333333,0.0
0.002333383,0.0
0.002333384,5.0
0.002353897,5.0
0.002353913,0.0
0.002358974,0.0
0.002384615,0.0
0.002384665,0.0
0.002384666,5.0
0.002405179,5.0
0.002405195,0.0
0.002410256,0.0
0.002435897,0.0
0.002435947,0.0
0.002435948,5.0
0.002456461,5.0
0.002456477,0.0
0.002461538,0.0
0.002487179,0.0
0.002487229,0.0
0.002487230,5.0
0.002507743,5.0
0.002507759,0.0
0.002512821,0.0
0.002538462,0.0
0.002538512,0.0
0.002538513,5.0
0.002559025,5.0
0.002559041,0.0
0.002564103,0.0
0.002589744,0.0
0.002589794,0.0
0.002589795,5.0
0.002610307,5.0
0.002610323,0.0
0.002615385,0.0
0.002641026,0.0
0.002641076,0.0
0.002641077,5.0
0.002661589,5.0
0.002661605,0.0
0.002666667,0.0
0.002692308,0.0
0.002692358,0.0
0.002692359,5.0
0.002712872,5.0
0.002712888,0.0
0.002717949,0.0
0.002743590,0.0
0.002743640,0.0
0.002743641,5.0
0.002764154,5.0
0.002764170,0.0
0.002769231,0.0
0.002794872,0.0
0.002794922,0.0
0.002794923,5.0
0.002815436,5.0
0.002815452,0.0
0.002820513,0.0
0.002846154,0.0
0.002846204,0.0
0.002846205,5.0
